"MSOA","Tenure","People","Rooms","Count"
"E02006854",2,2,5,32
"E02006854",2,2,6,14
"E02006854",2,3,1,0
"E02006854",2,3,2,1
"E02006854",2,3,3,2
"E02006854",2,3,4,7
"E02006854",2,3,5,3
"E02006854",2,3,6,2
"E02006854",2,4,1,0
"E02006854",2,4,2,0
"E02006854",2,4,3,2
"E02006854",2,4,4,1
"E02006854",2,4,5,6
"E02006854",2,4,6,0
"E02006854",3,1,1,4
"E02006854",3,1,2,81
"E02006854",3,1,3,76
"E02006854",3,1,4,69
"E02006854",3,1,5,4
"E02006854",3,1,6,4
"E02006854",3,2,1,3
"E02006854",3,2,2,43
"E02006854",3,2,3,77
"E02006854",3,2,4,78
"E02006854",3,2,5,22
"E02006854",3,2,6,5
"E02006854",3,3,1,0
"E02006854",3,3,2,2
"E02006854",3,3,3,12
"E02006854",3,3,4,35
"E02006854",3,3,5,11
"E02006854",3,3,6,3
"E02006854",3,4,1,1
"E02006854",3,4,2,1
"E02006854",3,4,3,2
"E02006854",3,4,4,18
"E02006854",3,4,5,10
"E02006854",3,4,6,5
"E02006854",5,1,1,9
"E02006854",5,1,2,31
"E02006854",5,1,3,36
"E02006854",5,1,4,20
"E02006854",5,1,5,16
"E02006854",5,1,6,7
"E02006854",5,2,1,2
"E02006854",5,2,2,20
"E02006854",5,2,3,25
"E02006854",5,2,4,26
"E02006854",5,2,5,7
"E02006854",5,2,6,2
"E02006854",5,3,1,0
"E02006854",5,3,2,1
"E02006854",5,3,3,7
"E02006854",5,3,4,23
"E02006854",5,3,5,13
"E02006854",5,3,6,3
"E02006854",5,4,1,0
"E02006854",5,4,2,2
"E02006854",5,4,3,15
"E02006854",5,4,4,42
"E02006854",5,4,5,46
"E02006854",5,4,6,65
"E02006854",6,1,1,57
"E02006854",6,1,2,251
"E02006854",6,1,3,248
"E02006854",6,1,4,133
"E02006854",6,1,5,22
"E02006854",6,1,6,14
"E02006854",6,2,1,7
"E02006854",6,2,2,207
"E02006854",6,2,3,227
"E02006854",6,2,4,248
"E02006854",6,2,5,40
"E02006854",6,2,6,15
"E02006854",6,3,1,1
"E02006854",6,3,2,14
"E02006854",6,3,3,43
"E02006854",6,3,4,83
"E02006854",6,3,5,23
"E02006854",6,3,6,8
"E02006854",6,4,1,0
"E02006854",6,4,2,3
"E02006854",6,4,3,11
"E02006854",6,4,4,23
"E02006854",6,4,5,10
"E02006854",6,4,6,12
