"MSOA","Type","CentHeat","Tenure","Count"
"E02000889",4,FALSE,3,1
"E02000889",4,FALSE,5,0
"E02000889",4,FALSE,6,3
"E02000889",4,TRUE,2,102
"E02000889",4,TRUE,3,125
"E02000889",4,TRUE,5,50
"E02000889",4,TRUE,6,107
"E02000889",5,FALSE,2,5
"E02000889",5,FALSE,3,30
"E02000889",5,FALSE,5,7
"E02000889",5,FALSE,6,34
"E02000889",5,TRUE,2,239
"E02000889",5,TRUE,3,483
"E02000889",5,TRUE,5,766
"E02000889",5,TRUE,6,817
"E02000890",2,FALSE,2,0
"E02000890",2,FALSE,3,0
"E02000890",2,FALSE,5,0
"E02000890",2,FALSE,6,0
"E02000890",2,TRUE,2,2
"E02000890",2,TRUE,3,4
"E02000890",2,TRUE,5,5
"E02000890",2,TRUE,6,4
"E02000890",3,FALSE,2,0
"E02000890",3,FALSE,3,0
"E02000890",3,FALSE,5,0
"E02000890",3,FALSE,6,0
"E02000890",3,TRUE,2,12
"E02000890",3,TRUE,3,5
"E02000890",3,TRUE,5,17
"E02000890",3,TRUE,6,11
"E02000890",4,FALSE,2,0
"E02000890",4,FALSE,3,0
"E02000890",4,FALSE,5,0
"E02000890",4,FALSE,6,0
"E02000890",4,TRUE,2,42
"E02000890",4,TRUE,3,69
"E02000890",4,TRUE,5,42
"E02000890",4,TRUE,6,46
"E02000890",5,FALSE,2,22
"E02000890",5,FALSE,3,41
"E02000890",5,FALSE,5,7
"E02000890",5,FALSE,6,65
"E02000890",5,TRUE,2,537
"E02000890",5,TRUE,3,736
"E02000890",5,TRUE,5,288
"E02000890",5,TRUE,6,1138
"E02000891",2,FALSE,2,0
"E02000891",2,FALSE,3,0
"E02000891",2,FALSE,5,1
"E02000891",2,FALSE,6,0
"E02000891",2,TRUE,2,1
"E02000891",2,TRUE,3,5
"E02000891",2,TRUE,5,17
"E02000891",2,TRUE,6,15
"E02000891",3,FALSE,2,2
"E02000891",3,FALSE,3,0
"E02000891",3,FALSE,5,0
"E02000891",3,FALSE,6,0
"E02000891",3,TRUE,2,12
"E02000891",3,TRUE,3,21
"E02000891",3,TRUE,5,27
"E02000891",3,TRUE,6,29
"E02000891",4,FALSE,2,3
"E02000891",4,FALSE,3,1
"E02000891",4,FALSE,5,0
"E02000891",4,FALSE,6,2
"E02000891",4,TRUE,2,64
"E02000891",4,TRUE,3,94
"E02000891",4,TRUE,5,62
"E02000891",4,TRUE,6,95
"E02000891",5,FALSE,2,23
"E02000891",5,FALSE,3,50
"E02000891",5,FALSE,5,33
"E02000891",5,FALSE,6,138
"E02000891",5,TRUE,2,347
"E02000891",5,TRUE,3,931
"E02000891",5,TRUE,5,1257
"E02000891",5,TRUE,6,2512
"E02000893",2,FALSE,2,0
"E02000893",2,FALSE,3,0
"E02000893",2,FALSE,5,0
"E02000893",2,FALSE,6,2
"E02000893",2,TRUE,2,3
"E02000893",2,TRUE,3,8
"E02000893",2,TRUE,5,7
"E02000893",2,TRUE,6,9
"E02000893",3,FALSE,2,3
"E02000893",3,FALSE,3,1
"E02000893",3,FALSE,5,0
"E02000893",3,FALSE,6,1
"E02000893",3,TRUE,2,43
"E02000893",3,TRUE,3,58
"E02000893",3,TRUE,5,29
"E02000893",3,TRUE,6,47
"E02000893",4,FALSE,2,0
"E02000893",4,FALSE,3,2
"E02000893",4,FALSE,5,1
"E02000893",4,FALSE,6,0
"E02000893",4,TRUE,2,96
"E02000893",4,TRUE,3,136
"E02000893",4,TRUE,5,71
"E02000893",4,TRUE,6,93
"E02000893",5,FALSE,2,4
"E02000893",5,FALSE,3,11
"E02000893",5,FALSE,5,16
"E02000893",5,FALSE,6,21
"E02000893",5,TRUE,2,158
"E02000893",5,TRUE,3,402
"E02000893",5,TRUE,5,957
"E02000893",5,TRUE,6,733
"E02000894",2,FALSE,2,0
"E02000894",2,FALSE,3,0
"E02000894",2,FALSE,5,0
"E02000894",2,FALSE,6,1
"E02000894",2,TRUE,2,4
"E02000894",2,TRUE,3,6
"E02000894",2,TRUE,5,29
"E02000894",2,TRUE,6,43
"E02000894",3,FALSE,2,1
"E02000894",3,FALSE,3,1
"E02000894",3,FALSE,5,2
"E02000894",3,FALSE,6,0
"E02000894",3,TRUE,2,24
"E02000894",3,TRUE,3,59
"E02000894",3,TRUE,5,57
"E02000894",3,TRUE,6,95
"E02000894",4,FALSE,2,3
"E02000894",4,FALSE,3,3
"E02000894",4,FALSE,5,5
"E02000894",4,FALSE,6,6
"E02000894",4,TRUE,2,131
"E02000894",4,TRUE,3,279
"E02000894",4,TRUE,5,164
"E02000894",4,TRUE,6,247
"E02000894",5,FALSE,2,19
"E02000894",5,FALSE,3,54
"E02000894",5,FALSE,5,11
"E02000894",5,FALSE,6,159
"E02000894",5,TRUE,2,264
"E02000894",5,TRUE,3,696
"E02000894",5,TRUE,5,489
"E02000894",5,TRUE,6,1658
"E02006853",2,FALSE,2,0
"E02006853",2,FALSE,3,0
"E02006853",2,FALSE,5,0
"E02006853",2,FALSE,6,1
"E02006853",2,TRUE,2,0
"E02006853",2,TRUE,3,1
"E02006853",2,TRUE,5,24
"E02006853",2,TRUE,6,16
"E02006853",3,FALSE,2,0
"E02006853",3,FALSE,3,3
"E02006853",3,FALSE,5,0
"E02006853",3,FALSE,6,1
"E02006853",3,TRUE,2,13
"E02006853",3,TRUE,3,15
"E02006853",3,TRUE,5,31
"E02006853",3,TRUE,6,25
"E02006853",4,FALSE,2,0
"E02006853",4,FALSE,3,0
"E02006853",4,FALSE,5,0
"E02006853",4,FALSE,6,3
"E02006853",4,TRUE,2,18
"E02006853",4,TRUE,3,30
"E02006853",4,TRUE,5,74
"E02006853",4,TRUE,6,52
"E02006853",5,FALSE,2,9
"E02006853",5,FALSE,3,9
"E02006853",5,FALSE,5,9
"E02006853",5,FALSE,6,25
"E02006853",5,TRUE,2,191
"E02006853",5,TRUE,3,520
"E02006853",5,TRUE,5,912
"E02006853",5,TRUE,6,1338
"E02006854",2,FALSE,2,0
"E02006854",2,FALSE,3,0
"E02006854",2,FALSE,5,0
"E02006854",2,FALSE,6,0
"E02006854",2,TRUE,2,2
"E02006854",2,TRUE,3,2
"E02006854",2,TRUE,5,6
"E02006854",2,TRUE,6,4
"E02006854",3,FALSE,2,0
"E02006854",3,FALSE,3,0
"E02006854",3,FALSE,5,0
"E02006854",3,FALSE,6,0
"E02006854",3,TRUE,2,4
"E02006854",3,TRUE,3,5
"E02006854",3,TRUE,5,8
"E02006854",3,TRUE,6,10
"E02006854",4,FALSE,2,0
"E02006854",4,FALSE,3,1
"E02006854",4,FALSE,5,0
"E02006854",4,FALSE,6,0
"E02006854",4,TRUE,2,2
"E02006854",4,TRUE,3,6
"E02006854",4,TRUE,5,25
"E02006854",4,TRUE,6,7
"E02006854",5,FALSE,2,19
"E02006854",5,FALSE,3,14
"E02006854",5,FALSE,5,3
"E02006854",5,FALSE,6,85
"E02006854",5,TRUE,2,280
"E02006854",5,TRUE,3,538
"E02006854",5,TRUE,5,376
"E02006854",5,TRUE,6,1594
