"MSOA","Tenure","People","Bedrooms","Count"
"E02006854",2,3,3,5
"E02006854",2,3,4,2
"E02006854",2,4,1,0
"E02006854",2,4,2,4
"E02006854",2,4,3,5
"E02006854",2,4,4,0
"E02006854",3,1,1,110
"E02006854",3,1,2,114
"E02006854",3,1,3,13
"E02006854",3,1,4,1
"E02006854",3,2,1,62
"E02006854",3,2,2,147
"E02006854",3,2,3,17
"E02006854",3,2,4,2
"E02006854",3,3,1,4
"E02006854",3,3,2,44
"E02006854",3,3,3,14
"E02006854",3,3,4,1
"E02006854",3,4,1,2
"E02006854",3,4,2,21
"E02006854",3,4,3,13
"E02006854",3,4,4,1
"E02006854",5,1,1,66
"E02006854",5,1,2,34
"E02006854",5,1,3,15
"E02006854",5,1,4,4
"E02006854",5,2,1,29
"E02006854",5,2,2,42
"E02006854",5,2,3,9
"E02006854",5,2,4,2
"E02006854",5,3,1,2
"E02006854",5,3,2,24
"E02006854",5,3,3,20
"E02006854",5,3,4,1
"E02006854",5,4,1,2
"E02006854",5,4,2,27
"E02006854",5,4,3,66
"E02006854",5,4,4,75
"E02006854",6,1,1,435
"E02006854",6,1,2,272
"E02006854",6,1,3,16
"E02006854",6,1,4,2
"E02006854",6,2,1,304
"E02006854",6,2,2,412
"E02006854",6,2,3,23
"E02006854",6,2,4,5
"E02006854",6,3,1,24
"E02006854",6,3,2,113
"E02006854",6,3,3,33
"E02006854",6,3,4,2
"E02006854",6,4,1,2
"E02006854",6,4,2,29
"E02006854",6,4,3,19
"E02006854",6,4,4,9
