"MSOA";"Sex";"Age";"Persons"
"E02000888";"F";82;3
"E02000888";"M";83;3
"E02000888";"F";83;8
"E02000888";"M";84;3
"E02000888";"F";84;6
"E02000888";"M";85;16
"E02000888";"F";85;13
"E02000889";"M";0;56
"E02000889";"F";0;57
"E02000889";"M";1;53
"E02000889";"F";1;56
"E02000889";"M";2;40
"E02000889";"F";2;51
"E02000889";"M";3;50
"E02000889";"F";3;41
"E02000889";"M";4;45
"E02000889";"F";4;54
"E02000889";"M";5;37
"E02000889";"F";5;40
"E02000889";"M";6;26
"E02000889";"F";6;29
"E02000889";"M";7;33
"E02000889";"F";7;37
"E02000889";"M";8;28
"E02000889";"F";8;33
"E02000889";"M";9;29
"E02000889";"F";9;16
"E02000889";"M";10;31
"E02000889";"F";10;28
"E02000889";"M";11;26
"E02000889";"F";11;23
"E02000889";"M";12;25
"E02000889";"F";12;27
"E02000889";"M";13;25
"E02000889";"F";13;31
"E02000889";"M";14;26
"E02000889";"F";14;21
"E02000889";"M";15;24
"E02000889";"F";15;22
"E02000889";"M";16;30
"E02000889";"F";16;23
"E02000889";"M";17;23
"E02000889";"F";17;11
"E02000889";"M";18;23
"E02000889";"F";18;21
"E02000889";"M";19;41
"E02000889";"F";19;25
"E02000889";"M";20;51
"E02000889";"F";20;38
"E02000889";"M";21;52
"E02000889";"F";21;39
"E02000889";"M";22;58
"E02000889";"F";22;50
"E02000889";"M";23;94
"E02000889";"F";23;78
"E02000889";"M";24;97
"E02000889";"F";24;105
"E02000889";"M";25;133
"E02000889";"F";25;110
"E02000889";"M";26;129
"E02000889";"F";26;102
"E02000889";"M";27;125
"E02000889";"F";27;107
"E02000889";"M";28;111
"E02000889";"F";28;115
"E02000889";"M";29;95
"E02000889";"F";29;104
"E02000889";"M";30;129
"E02000889";"F";30;97
"E02000889";"M";31;113
"E02000889";"F";31;82
"E02000889";"M";32;103
"E02000889";"F";32;97
"E02000889";"M";33;96
"E02000889";"F";33;77
"E02000889";"M";34;97
"E02000889";"F";34;78
"E02000889";"M";35;92
"E02000889";"F";35;60
"E02000889";"M";36;83
"E02000889";"F";36;64
"E02000889";"M";37;89
"E02000889";"F";37;38
"E02000889";"M";38;74
"E02000889";"F";38;57
"E02000889";"M";39;60
"E02000889";"F";39;34
"E02000889";"M";40;81
"E02000889";"F";40;34
"E02000889";"M";41;58
"E02000889";"F";41;33
"E02000889";"M";42;61
"E02000889";"F";42;35
"E02000889";"M";43;50
"E02000889";"F";43;34
"E02000889";"M";44;44
"E02000889";"F";44;32
"E02000889";"M";45;34
"E02000889";"F";45;21
"E02000889";"M";46;22
"E02000889";"F";46;29
"E02000889";"M";47;41
"E02000889";"F";47;38
"E02000889";"M";48;41
"E02000889";"F";48;27
"E02000889";"M";49;46
"E02000889";"F";49;25
"E02000889";"M";50;40
"E02000889";"F";50;27
"E02000889";"M";51;34
"E02000889";"F";51;32
"E02000889";"M";52;27
"E02000889";"F";52;17
"E02000889";"M";53;32
"E02000889";"F";53;27
"E02000889";"M";54;42
"E02000889";"F";54;26
"E02000889";"M";55;16
"E02000889";"F";55;28
"E02000889";"M";56;33
"E02000889";"F";56;26
"E02000889";"M";57;26
"E02000889";"F";57;29
"E02000889";"M";58;34
"E02000889";"F";58;26
"E02000889";"M";59;32
"E02000889";"F";59;21
"E02000889";"M";60;15
"E02000889";"F";60;23
"E02000889";"M";61;13
"E02000889";"F";61;15
"E02000889";"M";62;14
"E02000889";"F";62;18
"E02000889";"M";63;15
"E02000889";"F";63;18
"E02000889";"M";64;20
"E02000889";"F";64;21
"E02000889";"M";65;18
"E02000889";"F";65;17
"E02000889";"M";66;21
"E02000889";"F";66;12
"E02000889";"M";67;14
"E02000889";"F";67;4
"E02000889";"M";68;10
"E02000889";"F";68;8
"E02000889";"M";69;5
"E02000889";"F";69;7
"E02000889";"M";70;15
"E02000889";"F";70;9
"E02000889";"M";71;11
"E02000889";"F";71;10
"E02000889";"M";72;8
"E02000889";"F";72;11
"E02000889";"M";73;6
"E02000889";"F";73;9
"E02000889";"M";74;9
"E02000889";"F";74;5
"E02000889";"M";75;3
"E02000889";"F";75;3
"E02000889";"M";76;11
"E02000889";"F";76;15
"E02000889";"M";77;3
"E02000889";"F";77;6
"E02000889";"M";78;7
"E02000889";"F";78;5
"E02000889";"M";79;6
"E02000889";"F";79;5
"E02000889";"M";80;7
"E02000889";"F";80;5
"E02000889";"M";81;2
"E02000889";"F";81;4
"E02000889";"M";82;9
"E02000889";"F";82;4
"E02000889";"M";83;3
"E02000889";"F";83;3
"E02000889";"M";84;8
"E02000889";"F";84;5
"E02000889";"M";85;8
"E02000889";"F";85;22
"E02000890";"M";0;43
"E02000890";"F";0;35
"E02000890";"M";1;47
"E02000890";"F";1;32
"E02000890";"M";2;29
"E02000890";"F";2;35
"E02000890";"M";3;20
"E02000890";"F";3;36
"E02000890";"M";4;23
"E02000890";"F";4;11
"E02000890";"M";5;20
"E02000890";"F";5;13
"E02000890";"M";6;19
"E02000890";"F";6;10
"E02000890";"M";7;10
"E02000890";"F";7;18
"E02000890";"M";8;10
"E02000890";"F";8;15
"E02000890";"M";9;6
"E02000890";"F";9;15
"E02000890";"M";10;9
"E02000890";"F";10;12
"E02000890";"M";11;12
"E02000890";"F";11;8
"E02000890";"M";12;6
"E02000890";"F";12;9
"E02000890";"M";13;11
"E02000890";"F";13;10
"E02000890";"M";14;14
"E02000890";"F";14;13
"E02000890";"M";15;9
"E02000890";"F";15;16
"E02000890";"M";16;13
"E02000890";"F";16;11
"E02000890";"M";17;10
"E02000890";"F";17;19
"E02000890";"M";18;6
"E02000890";"F";18;18
"E02000890";"M";19;13
"E02000890";"F";19;9
"E02000890";"M";20;23
"E02000890";"F";20;36
"E02000890";"M";21;24
"E02000890";"F";21;25
"E02000890";"M";22;58
"E02000890";"F";22;33
"E02000890";"M";23;51
"E02000890";"F";23;54
"E02000890";"M";24;60
"E02000890";"F";24;49
"E02000890";"M";25;90
"E02000890";"F";25;74
"E02000890";"M";26;97
"E02000890";"F";26;79
"E02000890";"M";27;106
"E02000890";"F";27;107
"E02000890";"M";28;121
"E02000890";"F";28;82
"E02000890";"M";29;118
"E02000890";"F";29;118
"E02000890";"M";30;118
"E02000890";"F";30;101
"E02000890";"M";31;111
"E02000890";"F";31;87
"E02000890";"M";32;110
"E02000890";"F";32;76
"E02000890";"M";33;96
"E02000890";"F";33;90
"E02000890";"M";34;87
"E02000890";"F";34;68
"E02000890";"M";35;77
"E02000890";"F";35;58
"E02000890";"M";36;73
"E02000890";"F";36;72
"E02000890";"M";37;92
"E02000890";"F";37;61
"E02000890";"M";38;63
"E02000890";"F";38;49
"E02000890";"M";39;64
"E02000890";"F";39;62
"E02000890";"M";40;55
"E02000890";"F";40;47
"E02000890";"M";41;63
"E02000890";"F";41;41
"E02000890";"M";42;69
"E02000890";"F";42;37
"E02000890";"M";43;57
"E02000890";"F";43;33
"E02000890";"M";44;61
"E02000890";"F";44;30
"E02000890";"M";45;52
"E02000890";"F";45;38
"E02000890";"M";46;50
"E02000890";"F";46;36
"E02000890";"M";47;49
"E02000890";"F";47;28
"E02000890";"M";48;38
"E02000890";"F";48;22
"E02000890";"M";49;40
"E02000890";"F";49;31
"E02000890";"M";50;46
"E02000890";"F";50;35
"E02000890";"M";51;36
"E02000890";"F";51;39
"E02000890";"M";52;33
"E02000890";"F";52;18
"E02000890";"M";53;38
"E02000890";"F";53;18
"E02000890";"M";54;35
"E02000890";"F";54;18
"E02000890";"M";55;39
"E02000890";"F";55;19
"E02000890";"M";56;28
"E02000890";"F";56;24
"E02000890";"M";57;28
"E02000890";"F";57;30
"E02000890";"M";58;32
"E02000890";"F";58;24
"E02000890";"M";59;25
"E02000890";"F";59;18
"E02000890";"M";60;30
"E02000890";"F";60;24
"E02000890";"M";61;22
"E02000890";"F";61;32
"E02000890";"M";62;25
"E02000890";"F";62;22
"E02000890";"M";63;20
"E02000890";"F";63;20
"E02000890";"M";64;26
"E02000890";"F";64;17
"E02000890";"M";65;18
"E02000890";"F";65;10
"E02000890";"M";66;14
"E02000890";"F";66;12
"E02000890";"M";67;12
"E02000890";"F";67;14
"E02000890";"M";68;10
"E02000890";"F";68;8
"E02000890";"M";69;18
"E02000890";"F";69;11
"E02000890";"M";70;9
"E02000890";"F";70;15
"E02000890";"M";71;7
"E02000890";"F";71;15
"E02000890";"M";72;10
"E02000890";"F";72;13
"E02000890";"M";73;7
"E02000890";"F";73;7
"E02000890";"M";74;9
"E02000890";"F";74;6
"E02000890";"M";75;9
"E02000890";"F";75;11
"E02000890";"M";76;6
"E02000890";"F";76;11
"E02000890";"M";77;6
"E02000890";"F";77;9
"E02000890";"M";78;7
"E02000890";"F";78;12
"E02000890";"M";79;5
"E02000890";"F";79;8
"E02000890";"M";80;9
"E02000890";"F";80;5
"E02000890";"M";81;3
"E02000890";"F";81;9
"E02000890";"M";82;4
"E02000890";"F";82;6
"E02000890";"M";83;3
"E02000890";"F";83;12
"E02000890";"M";84;4
"E02000890";"F";84;4
"E02000890";"M";85;16
"E02000890";"F";85;18
"E02000891";"M";0;119
"E02000891";"F";0;114
"E02000891";"M";1;104
"E02000891";"F";1;105
"E02000891";"M";2;109
"E02000891";"F";2;86
"E02000891";"M";3;90
"E02000891";"F";3;82
"E02000891";"M";4;84
"E02000891";"F";4;75
"E02000891";"M";5;55
"E02000891";"F";5;90
"E02000891";"M";6;58
"E02000891";"F";6;66
"E02000891";"M";7;65
"E02000891";"F";7;75
"E02000891";"M";8;55
"E02000891";"F";8;59
"E02000891";"M";9;51
"E02000891";"F";9;52
"E02000891";"M";10;59
"E02000891";"F";10;47
"E02000891";"M";11;56
"E02000891";"F";11;36
"E02000891";"M";12;57
"E02000891";"F";12;36
"E02000891";"M";13;40
"E02000891";"F";13;48
"E02000891";"M";14;45
"E02000891";"F";14;43
"E02000891";"M";15;38
"E02000891";"F";15;44
"E02000891";"M";16;38
"E02000891";"F";16;30
"E02000891";"M";17;40
"E02000891";"F";17;40
"E02000891";"M";18;37
"E02000891";"F";18;39
"E02000891";"M";19;66
"E02000891";"F";19;73
"E02000891";"M";20;62
"E02000891";"F";20;94
"E02000891";"M";21;100
"E02000891";"F";21;147
"E02000891";"M";22;160
"E02000891";"F";22;137
"E02000891";"M";23;179
"E02000891";"F";23;191
"E02000891";"M";24;248
"E02000891";"F";24;219
"E02000891";"M";25;288
"E02000891";"F";25;200
"E02000891";"M";26;252
"E02000891";"F";26;260
"E02000891";"M";27;310
"E02000891";"F";27;304
"E02000891";"M";28;280
"E02000891";"F";28;266
"E02000891";"M";29;269
"E02000891";"F";29;256
"E02000891";"M";30;293
"E02000891";"F";30;251
"E02000891";"M";31;286
"E02000891";"F";31;246
"E02000891";"M";32;262
"E02000891";"F";32;225
"E02000891";"M";33;233
"E02000891";"F";33;162
"E02000891";"M";34;178
"E02000891";"F";34;147
"E02000891";"M";35;166
"E02000891";"F";35;135
"E02000891";"M";36;174
"E02000891";"F";36;130
"E02000891";"M";37;128
"E02000891";"F";37;99
"E02000891";"M";38;147
"E02000891";"F";38;81
"E02000891";"M";39;120
"E02000891";"F";39;74
"E02000891";"M";40;98
"E02000891";"F";40;72
"E02000891";"M";41;79
"E02000891";"F";41;55
"E02000891";"M";42;79
"E02000891";"F";42;61
"E02000891";"M";43;73
"E02000891";"F";43;46
"E02000891";"M";44;84
"E02000891";"F";44;60
"E02000891";"M";45;62
"E02000891";"F";45;18
"E02000891";"M";46;51
"E02000891";"F";46;46
"E02000891";"M";47;56
"E02000891";"F";47;50
"E02000891";"M";48;46
"E02000891";"F";48;41
"E02000891";"M";49;37
"E02000891";"F";49;38
"E02000891";"M";50;48
"E02000891";"F";50;38
"E02000891";"M";51;31
"E02000891";"F";51;31
"E02000891";"M";52;45
"E02000891";"F";52;22
"E02000891";"M";53;37
"E02000891";"F";53;30
"E02000891";"M";54;35
"E02000891";"F";54;30
"E02000891";"M";55;39
"E02000891";"F";55;29
"E02000891";"M";56;33
"E02000891";"F";56;32
"E02000891";"M";57;29
"E02000891";"F";57;17
"E02000891";"M";58;25
"E02000891";"F";58;31
"E02000891";"M";59;18
"E02000891";"F";59;28
"E02000891";"M";60;14
"E02000891";"F";60;22
"E02000891";"M";61;19
"E02000891";"F";61;21
"E02000891";"M";62;20
"E02000891";"F";62;26
"E02000891";"M";63;24
"E02000891";"F";63;19
"E02000891";"M";64;27
"E02000891";"F";64;19
"E02000891";"M";65;12
"E02000891";"F";65;26
"E02000891";"M";66;14
"E02000891";"F";66;20
"E02000891";"M";67;14
"E02000891";"F";67;19
"E02000891";"M";68;14
"E02000891";"F";68;11
"E02000891";"M";69;8
"E02000891";"F";69;8
"E02000891";"M";70;13
"E02000891";"F";70;16
"E02000891";"M";71;8
"E02000891";"F";71;9
"E02000891";"M";72;12
"E02000891";"F";72;9
"E02000891";"M";73;16
"E02000891";"F";73;8
"E02000891";"M";74;9
"E02000891";"F";74;5
"E02000891";"M";75;10
"E02000891";"F";75;2
"E02000891";"M";76;19
"E02000891";"F";76;5
"E02000891";"M";77;12
"E02000891";"F";77;9
"E02000891";"M";78;3
"E02000891";"F";78;4
"E02000891";"M";79;5
"E02000891";"F";79;5
"E02000891";"M";80;6
"E02000891";"F";80;11
"E02000891";"M";81;7
"E02000891";"F";81;10
"E02000891";"M";82;2
"E02000891";"F";82;1
"E02000891";"M";83;2
"E02000891";"F";83;4
"E02000891";"M";84;7
"E02000891";"F";84;5
"E02000891";"M";85;16
"E02000891";"F";85;26
"E02000893";"M";0;61
"E02000893";"F";0;56
"E02000893";"M";1;85
"E02000893";"F";1;53
"E02000893";"M";2;53
"E02000893";"F";2;67
"E02000893";"M";3;59
"E02000893";"F";3;45
"E02000893";"M";4;45
"E02000893";"F";4;44
"E02000893";"M";5;48
"E02000893";"F";5;36
"E02000893";"M";6;41
"E02000893";"F";6;40
"E02000893";"M";7;45
"E02000893";"F";7;53
"E02000893";"M";8;38
"E02000893";"F";8;27
"E02000893";"M";9;29
"E02000893";"F";9;33
"E02000893";"M";10;25
"E02000893";"F";10;36
"E02000893";"M";11;36
"E02000893";"F";11;35
"E02000893";"M";12;34
"E02000893";"F";12;21
"E02000893";"M";13;24
"E02000893";"F";13;29
"E02000893";"M";14;25
"E02000893";"F";14;34
"E02000893";"M";15;34
"E02000893";"F";15;31
"E02000893";"M";16;27
"E02000893";"F";16;29
"E02000893";"M";17;32
"E02000893";"F";17;33
"E02000893";"M";18;30
"E02000893";"F";18;34
"E02000893";"M";19;28
"E02000893";"F";19;45
"E02000893";"M";20;31
"E02000893";"F";20;55
"E02000893";"M";21;49
"E02000893";"F";21;54
"E02000893";"M";22;57
"E02000893";"F";22;69
"E02000893";"M";23;77
"E02000893";"F";23;94
"E02000893";"M";24;79
"E02000893";"F";24;70
"E02000893";"M";25;87
"E02000893";"F";25;84
"E02000893";"M";26;86
"E02000893";"F";26;93
"E02000893";"M";27;73
"E02000893";"F";27;82
"E02000893";"M";28;86
"E02000893";"F";28;92
"E02000893";"M";29;102
"E02000893";"F";29;98
"E02000893";"M";30;115
"E02000893";"F";30;105
"E02000893";"M";31;114
"E02000893";"F";31;96
"E02000893";"M";32;107
"E02000893";"F";32;96
"E02000893";"M";33;101
"E02000893";"F";33;91
"E02000893";"M";34;78
"E02000893";"F";34;79
"E02000893";"M";35;68
"E02000893";"F";35;71
"E02000893";"M";36;72
"E02000893";"F";36;67
"E02000893";"M";37;66
"E02000893";"F";37;43
"E02000893";"M";38;67
"E02000893";"F";38;51
"E02000893";"M";39;57
"E02000893";"F";39;57
"E02000893";"M";40;53
"E02000893";"F";40;57
"E02000893";"M";41;43
"E02000893";"F";41;43
"E02000893";"M";42;47
"E02000893";"F";42;45
"E02000893";"M";43;45
"E02000893";"F";43;31
"E02000893";"M";44;52
"E02000893";"F";44;39
"E02000893";"M";45;39
"E02000893";"F";45;35
"E02000893";"M";46;29
"E02000893";"F";46;38
"E02000893";"M";47;42
"E02000893";"F";47;37
"E02000893";"M";48;32
"E02000893";"F";48;33
"E02000893";"M";49;35
"E02000893";"F";49;34
"E02000893";"M";50;31
"E02000893";"F";50;25
"E02000893";"M";51;38
"E02000893";"F";51;31
"E02000893";"M";52;27
"E02000893";"F";52;20
"E02000893";"M";53;42
"E02000893";"F";53;33
"E02000893";"M";54;26
"E02000893";"F";54;32
"E02000893";"M";55;22
"E02000893";"F";55;35
"E02000893";"M";56;19
"E02000893";"F";56;26
"E02000893";"M";57;28
"E02000893";"F";57;30
"E02000893";"M";58;31
"E02000893";"F";58;25
"E02000893";"M";59;26
"E02000893";"F";59;22
"E02000893";"M";60;26
"E02000893";"F";60;17
"E02000893";"M";61;24
"E02000893";"F";61;27
"E02000893";"M";62;25
"E02000893";"F";62;16
"E02000893";"M";63;19
"E02000893";"F";63;15
"E02000893";"M";64;25
"E02000893";"F";64;21
"E02000893";"M";65;17
"E02000893";"F";65;14
"E02000893";"M";66;21
"E02000893";"F";66;15
"E02000893";"M";67;11
"E02000893";"F";67;20
"E02000893";"M";68;7
"E02000893";"F";68;15
"E02000893";"M";69;9
"E02000893";"F";69;12
"E02000893";"M";70;6
"E02000893";"F";70;15
"E02000893";"M";71;7
"E02000893";"F";71;17
"E02000893";"M";72;11
"E02000893";"F";72;13
"E02000893";"M";73;14
"E02000893";"F";73;21
"E02000893";"M";74;13
"E02000893";"F";74;15
"E02000893";"M";75;13
"E02000893";"F";75;20
"E02000893";"M";76;12
"E02000893";"F";76;11
"E02000893";"M";77;11
"E02000893";"F";77;12
"E02000893";"M";78;11
"E02000893";"F";78;5
"E02000893";"M";79;6
"E02000893";"F";79;6
"E02000893";"M";80;14
"E02000893";"F";80;6
"E02000893";"M";81;6
"E02000893";"F";81;10
"E02000893";"M";82;3
"E02000893";"F";82;6
"E02000893";"M";83;3
"E02000893";"F";83;7
"E02000893";"M";84;4
"E02000893";"F";84;8
"E02000893";"M";85;14
"E02000893";"F";85;30
"E02000894";"M";0;88
"E02000894";"F";0;88
"E02000894";"M";1;80
"E02000894";"F";1;88
"E02000894";"M";2;71
"E02000894";"F";2;71
"E02000894";"M";3;63
"E02000894";"F";3;75
"E02000894";"M";4;61
"E02000894";"F";4;55
"E02000894";"M";5;51
"E02000894";"F";5;39
"E02000894";"M";6;42
"E02000894";"F";6;28
"E02000894";"M";7;40
"E02000894";"F";7;37
"E02000894";"M";8;36
"E02000894";"F";8;47
"E02000894";"M";9;40
"E02000894";"F";9;34
"E02000894";"M";10;29
"E02000894";"F";10;28
"E02000894";"M";11;29
"E02000894";"F";11;26
"E02000894";"M";12;42
"E02000894";"F";12;24
"E02000894";"M";13;26
"E02000894";"F";13;25
"E02000894";"M";14;36
"E02000894";"F";14;33
"E02000894";"M";15;31
"E02000894";"F";15;31
"E02000894";"M";16;38
"E02000894";"F";16;29
"E02000894";"M";17;30
"E02000894";"F";17;36
"E02000894";"M";18;27
"E02000894";"F";18;37
"E02000894";"M";19;39
"E02000894";"F";19;53
"E02000894";"M";20;71
"E02000894";"F";20;88
"E02000894";"M";21;86
"E02000894";"F";21;105
"E02000894";"M";22;108
"E02000894";"F";22;108
"E02000894";"M";23;132
"E02000894";"F";23;128
"E02000894";"M";24;164
"E02000894";"F";24;150
"E02000894";"M";25;161
"E02000894";"F";25;142
"E02000894";"M";26;195
"E02000894";"F";26;191
"E02000894";"M";27;163
"E02000894";"F";27;188
"E02000894";"M";28;216
"E02000894";"F";28;199
"E02000894";"M";29;215
"E02000894";"F";29;225
"E02000894";"M";30;214
"E02000894";"F";30;193
"E02000894";"M";31;212
"E02000894";"F";31;185
"E02000894";"M";32;187
"E02000894";"F";32;204
"E02000894";"M";33;201
"E02000894";"F";33;138
"E02000894";"M";34;168
"E02000894";"F";34;143
"E02000894";"M";35;176
"E02000894";"F";35;112
"E02000894";"M";36;124
"E02000894";"F";36;108
"E02000894";"M";37;116
"E02000894";"F";37;79
"E02000894";"M";38;91
"E02000894";"F";38;68
"E02000894";"M";39;89
"E02000894";"F";39;59
"E02000894";"M";40;90
"E02000894";"F";40;61
"E02000894";"M";41;83
"E02000894";"F";41;55
"E02000894";"M";42;69
"E02000894";"F";42;60
"E02000894";"M";43;63
"E02000894";"F";43;50
"E02000894";"M";44;70
"E02000894";"F";44;58
"E02000894";"M";45;58
"E02000894";"F";45;34
"E02000894";"M";46;65
"E02000894";"F";46;37
"E02000894";"M";47;59
"E02000894";"F";47;42
"E02000894";"M";48;52
"E02000894";"F";48;46
"E02000894";"M";49;38
"E02000894";"F";49;53
"E02000894";"M";50;36
"E02000894";"F";50;41
"E02000894";"M";51;40
"E02000894";"F";51;50
"E02000894";"M";52;45
"E02000894";"F";52;41
"E02000894";"M";53;41
"E02000894";"F";53;39
"E02000894";"M";54;37
"E02000894";"F";54;26
"E02000894";"M";55;34
"E02000894";"F";55;31
"E02000894";"M";56;39
"E02000894";"F";56;40
"E02000894";"M";57;35
"E02000894";"F";57;24
"E02000894";"M";58;22
"E02000894";"F";58;16
"E02000894";"M";59;39
"E02000894";"F";59;26
"E02000894";"M";60;30
"E02000894";"F";60;25
"E02000894";"M";61;20
"E02000894";"F";61;26
"E02000894";"M";62;23
"E02000894";"F";62;18
"E02000894";"M";63;30
"E02000894";"F";63;22
"E02000894";"M";64;33
"E02000894";"F";64;15
"E02000894";"M";65;9
"E02000894";"F";65;23
"E02000894";"M";66;18
"E02000894";"F";66;17
"E02000894";"M";67;12
"E02000894";"F";67;14
"E02000894";"M";68;9
"E02000894";"F";68;11
"E02000894";"M";69;10
"E02000894";"F";69;16
"E02000894";"M";70;11
"E02000894";"F";70;10
"E02000894";"M";71;9
"E02000894";"F";71;12
"E02000894";"M";72;9
"E02000894";"F";72;6
"E02000894";"M";73;7
"E02000894";"F";73;5
"E02000894";"M";74;10
"E02000894";"F";74;8
"E02000894";"M";75;2
"E02000894";"F";75;9
"E02000894";"M";76;6
"E02000894";"F";76;6
"E02000894";"M";77;8
"E02000894";"F";77;4
"E02000894";"M";78;10
"E02000894";"F";78;12
"E02000894";"M";79;9
"E02000894";"F";79;5
"E02000894";"M";80;3
"E02000894";"F";80;0
"E02000894";"M";81;8
"E02000894";"F";81;1
"E02000894";"M";82;4
"E02000894";"F";82;2
"E02000894";"M";83;5
"E02000894";"F";83;3
"E02000894";"M";84;3
"E02000894";"F";84;2
"E02000894";"M";85;19
"E02000894";"F";85;18
"E02006853";"M";0;64
"E02006853";"F";0;65
"E02006853";"M";1;67
"E02006853";"F";1;68
"E02006853";"M";2;71
"E02006853";"F";2;47
"E02006853";"M";3;52
"E02006853";"F";3;49
"E02006853";"M";4;65
"E02006853";"F";4;52
"E02006853";"M";5;43
"E02006853";"F";5;46
"E02006853";"M";6;43
"E02006853";"F";6;35
"E02006853";"M";7;40
"E02006853";"F";7;49
"E02006853";"M";8;24
"E02006853";"F";8;34
"E02006853";"M";9;27
"E02006853";"F";9;21
"E02006853";"M";10;26
"E02006853";"F";10;23
"E02006853";"M";11;25
"E02006853";"F";11;25
"E02006853";"M";12;24
"E02006853";"F";12;25
"E02006853";"M";13;27
"E02006853";"F";13;30
"E02006853";"M";14;28
"E02006853";"F";14;34
"E02006853";"M";15;22
"E02006853";"F";15;23
"E02006853";"M";16;32
"E02006853";"F";16;34
"E02006853";"M";17;35
"E02006853";"F";17;24
"E02006853";"M";18;27
"E02006853";"F";18;25
"E02006853";"M";19;37
"E02006853";"F";19;29
"E02006853";"M";20;46
"E02006853";"F";20;57
"E02006853";"M";21;77
"E02006853";"F";21;63
"E02006853";"M";22;69
"E02006853";"F";22;78
"E02006853";"M";23;100
"E02006853";"F";23;113
"E02006853";"M";24;125
"E02006853";"F";24;139
"E02006853";"M";25;131
"E02006853";"F";25;128
"E02006853";"M";26;117
"E02006853";"F";26;122
"E02006853";"M";27;134
"E02006853";"F";27;159
"E02006853";"M";28;133
"E02006853";"F";28;159
"E02006853";"M";29;149
"E02006853";"F";29;130
"E02006853";"M";30;138
"E02006853";"F";30;119
"E02006853";"M";31;151
"E02006853";"F";31;109
"E02006853";"M";32;146
"E02006853";"F";32;94
"E02006853";"M";33;115
"E02006853";"F";33;84
"E02006853";"M";34;113
"E02006853";"F";34;92
"E02006853";"M";35;89
"E02006853";"F";35;56
"E02006853";"M";36;90
"E02006853";"F";36;65
"E02006853";"M";37;63
"E02006853";"F";37;64
"E02006853";"M";38;60
"E02006853";"F";38;44
"E02006853";"M";39;44
"E02006853";"F";39;46
"E02006853";"M";40;60
"E02006853";"F";40;43
"E02006853";"M";41;46
"E02006853";"F";41;35
"E02006853";"M";42;33
"E02006853";"F";42;33
"E02006853";"M";43;51
"E02006853";"F";43;43
"E02006853";"M";44;40
"E02006853";"F";44;33
"E02006853";"M";45;32
"E02006853";"F";45;29
"E02006853";"M";46;46
"E02006853";"F";46;29
"E02006853";"M";47;42
"E02006853";"F";47;19
"E02006853";"M";48;28
"E02006853";"F";48;25
"E02006853";"M";49;28
"E02006853";"F";49;30
"E02006853";"M";50;27
"E02006853";"F";50;28
"E02006853";"M";51;31
"E02006853";"F";51;12
"E02006853";"M";52;27
"E02006853";"F";52;20
"E02006853";"M";53;34
"E02006853";"F";53;24
"E02006853";"M";54;19
"E02006853";"F";54;16
"E02006853";"M";55;20
"E02006853";"F";55;17
"E02006853";"M";56;23
"E02006853";"F";56;14
"E02006853";"M";57;16
"E02006853";"F";57;13
"E02006853";"M";58;14
"E02006853";"F";58;11
"E02006853";"M";59;13
"E02006853";"F";59;17
"E02006853";"M";60;6
"E02006853";"F";60;12
"E02006853";"M";61;11
"E02006853";"F";61;17
"E02006853";"M";62;11
"E02006853";"F";62;18
"E02006853";"M";63;9
"E02006853";"F";63;9
"E02006853";"M";64;14
"E02006853";"F";64;10
"E02006853";"M";65;8
"E02006853";"F";65;13
"E02006853";"M";66;4
"E02006853";"F";66;8
"E02006853";"M";67;16
"E02006853";"F";67;9
"E02006853";"M";68;13
"E02006853";"F";68;8
"E02006853";"M";69;6
"E02006853";"F";69;12
"E02006853";"M";70;6
"E02006853";"F";70;6
"E02006853";"M";71;7
"E02006853";"F";71;8
"E02006853";"M";72;5
"E02006853";"F";72;15
"E02006853";"M";73;9
"E02006853";"F";73;6
"E02006853";"M";74;11
"E02006853";"F";74;10
"E02006853";"M";75;7
"E02006853";"F";75;9
"E02006853";"M";76;7
"E02006853";"F";76;5
"E02006853";"M";77;3
"E02006853";"F";77;8
"E02006853";"M";78;4
"E02006853";"F";78;8
"E02006853";"M";79;4
"E02006853";"F";79;2
"E02006853";"M";80;3
"E02006853";"F";80;3
"E02006853";"M";81;4
"E02006853";"F";81;6
"E02006853";"M";82;3
"E02006853";"F";82;4
"E02006853";"M";83;4
"E02006853";"F";83;3
"E02006853";"M";84;1
"E02006853";"F";84;8
"E02006853";"M";85;5
"E02006853";"F";85;17
"E02006854";"M";0;47
"E02006854";"F";0;39
"E02006854";"M";1;53
"E02006854";"F";1;48
"E02006854";"M";2;31
"E02006854";"F";2;42
"E02006854";"M";3;25
"E02006854";"F";3;27
"E02006854";"M";4;26
"E02006854";"F";4;30
"E02006854";"M";5;30
"E02006854";"F";5;34
"E02006854";"M";6;28
"E02006854";"F";6;20
"E02006854";"M";7;26
"E02006854";"F";7;25
"E02006854";"M";8;25
"E02006854";"F";8;31
"E02006854";"M";9;13
"E02006854";"F";9;22
"E02006854";"M";10;17
"E02006854";"F";10;17
"E02006854";"M";11;14
"E02006854";"F";11;11
"E02006854";"M";12;26
"E02006854";"F";12;11
"E02006854";"M";13;23
"E02006854";"F";13;15
"E02006854";"M";14;16
"E02006854";"F";14;21
"E02006854";"M";15;18
"E02006854";"F";15;13
"E02006854";"M";16;17
"E02006854";"F";16;14
"E02006854";"M";17;18
"E02006854";"F";17;24
