"MSOA";"Sex";"Age";"Persons"
"E02000876";"F";39;37
"E02000876";"M";40;53
"E02000876";"F";40;30
"E02000876";"M";41;52
"E02000876";"F";41;34
"E02000876";"M";42;48
"E02000876";"F";42;40
"E02000876";"M";43;49
"E02000876";"F";43;34
"E02000876";"M";44;42
"E02000876";"F";44;36
"E02000876";"M";45;48
"E02000876";"F";45;33
"E02000876";"M";46;22
"E02000876";"F";46;25
"E02000876";"M";47;32
"E02000876";"F";47;26
"E02000876";"M";48;34
"E02000876";"F";48;23
"E02000876";"M";49;44
"E02000876";"F";49;19
"E02000876";"M";50;27
"E02000876";"F";50;23
"E02000876";"M";51;40
"E02000876";"F";51;22
"E02000876";"M";52;36
"E02000876";"F";52;26
"E02000876";"M";53;27
"E02000876";"F";53;26
"E02000876";"M";54;25
"E02000876";"F";54;21
"E02000876";"M";55;22
"E02000876";"F";55;27
"E02000876";"M";56;20
"E02000876";"F";56;19
"E02000876";"M";57;35
"E02000876";"F";57;16
"E02000876";"M";58;21
"E02000876";"F";58;19
"E02000876";"M";59;10
"E02000876";"F";59;24
"E02000876";"M";60;16
"E02000876";"F";60;24
"E02000876";"M";61;13
"E02000876";"F";61;23
"E02000876";"M";62;10
"E02000876";"F";62;8
"E02000876";"M";63;19
"E02000876";"F";63;8
"E02000876";"M";64;7
"E02000876";"F";64;11
"E02000876";"M";65;6
"E02000876";"F";65;13
"E02000876";"M";66;12
"E02000876";"F";66;11
"E02000876";"M";67;3
"E02000876";"F";67;10
"E02000876";"M";68;12
"E02000876";"F";68;12
"E02000876";"M";69;15
"E02000876";"F";69;6
"E02000876";"M";70;10
"E02000876";"F";70;11
"E02000876";"M";71;9
"E02000876";"F";71;9
"E02000876";"M";72;6
"E02000876";"F";72;8
"E02000876";"M";73;8
"E02000876";"F";73;5
"E02000876";"M";74;11
"E02000876";"F";74;8
"E02000876";"M";75;9
"E02000876";"F";75;9
"E02000876";"M";76;10
"E02000876";"F";76;6
"E02000876";"M";77;8
"E02000876";"F";77;3
"E02000876";"M";78;10
"E02000876";"F";78;4
"E02000876";"M";79;5
"E02000876";"F";79;5
"E02000876";"M";80;9
"E02000876";"F";80;8
"E02000876";"M";81;6
"E02000876";"F";81;3
"E02000876";"M";82;1
"E02000876";"F";82;4
"E02000876";"M";83;6
"E02000876";"F";83;6
"E02000876";"M";84;5
"E02000876";"F";84;4
"E02000876";"M";85;8
"E02000876";"F";85;22
"E02000877";"M";0;97
"E02000877";"F";0;91
"E02000877";"M";1;72
"E02000877";"F";1;86
"E02000877";"M";2;94
"E02000877";"F";2;81
"E02000877";"M";3;58
"E02000877";"F";3;89
"E02000877";"M";4;97
"E02000877";"F";4;97
"E02000877";"M";5;84
"E02000877";"F";5;70
"E02000877";"M";6;66
"E02000877";"F";6;78
"E02000877";"M";7;76
"E02000877";"F";7;83
"E02000877";"M";8;72
"E02000877";"F";8;73
"E02000877";"M";9;84
"E02000877";"F";9;79
"E02000877";"M";10;78
"E02000877";"F";10;79
"E02000877";"M";11;64
"E02000877";"F";11;62
"E02000877";"M";12;75
"E02000877";"F";12;56
"E02000877";"M";13;77
"E02000877";"F";13;62
"E02000877";"M";14;62
"E02000877";"F";14;62
"E02000877";"M";15;60
"E02000877";"F";15;75
"E02000877";"M";16;50
"E02000877";"F";16;58
"E02000877";"M";17;64
"E02000877";"F";17;53
"E02000877";"M";18;60
"E02000877";"F";18;57
"E02000877";"M";19;85
"E02000877";"F";19;78
"E02000877";"M";20;115
"E02000877";"F";20;92
"E02000877";"M";21;128
"E02000877";"F";21;141
"E02000877";"M";22;153
"E02000877";"F";22;148
"E02000877";"M";23;128
"E02000877";"F";23;152
"E02000877";"M";24;139
"E02000877";"F";24;147
"E02000877";"M";25;164
"E02000877";"F";25;148
"E02000877";"M";26;141
"E02000877";"F";26;129
"E02000877";"M";27;142
"E02000877";"F";27;120
"E02000877";"M";28;131
"E02000877";"F";28;132
"E02000877";"M";29;132
"E02000877";"F";29;123
"E02000877";"M";30;112
"E02000877";"F";30;112
"E02000877";"M";31;112
"E02000877";"F";31;109
"E02000877";"M";32;97
"E02000877";"F";32;106
"E02000877";"M";33;92
"E02000877";"F";33;96
"E02000877";"M";34;119
"E02000877";"F";34;106
"E02000877";"M";35;75
"E02000877";"F";35;99
"E02000877";"M";36;118
"E02000877";"F";36;68
"E02000877";"M";37;85
"E02000877";"F";37;73
"E02000877";"M";38;69
"E02000877";"F";38;47
"E02000877";"M";39;64
"E02000877";"F";39;60
"E02000877";"M";40;76
"E02000877";"F";40;63
"E02000877";"M";41;83
"E02000877";"F";41;47
"E02000877";"M";42;52
"E02000877";"F";42;47
"E02000877";"M";43;52
"E02000877";"F";43;45
"E02000877";"M";44;48
"E02000877";"F";44;38
"E02000877";"M";45;47
"E02000877";"F";45;42
"E02000877";"M";46;42
"E02000877";"F";46;40
"E02000877";"M";47;41
"E02000877";"F";47;41
"E02000877";"M";48;32
"E02000877";"F";48;42
"E02000877";"M";49;50
"E02000877";"F";49;24
"E02000877";"M";50;32
"E02000877";"F";50;35
"E02000877";"M";51;35
"E02000877";"F";51;36
"E02000877";"M";52;31
"E02000877";"F";52;34
"E02000877";"M";53;35
"E02000877";"F";53;37
"E02000877";"M";54;40
"E02000877";"F";54;22
"E02000877";"M";55;40
"E02000877";"F";55;25
"E02000877";"M";56;23
"E02000877";"F";56;33
"E02000877";"M";57;32
"E02000877";"F";57;27
"E02000877";"M";58;24
"E02000877";"F";58;31
"E02000877";"M";59;20
"E02000877";"F";59;25
"E02000877";"M";60;18
"E02000877";"F";60;26
"E02000877";"M";61;16
"E02000877";"F";61;21
"E02000877";"M";62;14
"E02000877";"F";62;19
"E02000877";"M";63;12
"E02000877";"F";63;14
"E02000877";"M";64;23
"E02000877";"F";64;24
"E02000877";"M";65;17
"E02000877";"F";65;26
"E02000877";"M";66;16
"E02000877";"F";66;15
"E02000877";"M";67;14
"E02000877";"F";67;14
"E02000877";"M";68;17
"E02000877";"F";68;17
"E02000877";"M";69;8
"E02000877";"F";69;21
"E02000877";"M";70;14
"E02000877";"F";70;16
"E02000877";"M";71;12
"E02000877";"F";71;14
"E02000877";"M";72;19
"E02000877";"F";72;18
"E02000877";"M";73;17
"E02000877";"F";73;20
"E02000877";"M";74;16
"E02000877";"F";74;9
"E02000877";"M";75;12
"E02000877";"F";75;15
"E02000877";"M";76;10
"E02000877";"F";76;24
"E02000877";"M";77;17
"E02000877";"F";77;15
"E02000877";"M";78;14
"E02000877";"F";78;11
"E02000877";"M";79;5
"E02000877";"F";79;9
"E02000877";"M";80;11
"E02000877";"F";80;8
"E02000877";"M";81;7
"E02000877";"F";81;9
"E02000877";"M";82;9
"E02000877";"F";82;6
"E02000877";"M";83;6
"E02000877";"F";83;7
"E02000877";"M";84;5
"E02000877";"F";84;9
"E02000877";"M";85;14
"E02000877";"F";85;36
"E02000878";"M";0;71
"E02000878";"F";0;68
"E02000878";"M";1;60
"E02000878";"F";1;51
"E02000878";"M";2;49
"E02000878";"F";2;43
"E02000878";"M";3;44
"E02000878";"F";3;32
"E02000878";"M";4;40
"E02000878";"F";4;51
"E02000878";"M";5;42
"E02000878";"F";5;33
"E02000878";"M";6;37
"E02000878";"F";6;54
"E02000878";"M";7;44
"E02000878";"F";7;48
"E02000878";"M";8;52
"E02000878";"F";8;38
"E02000878";"M";9;33
"E02000878";"F";9;35
"E02000878";"M";10;57
"E02000878";"F";10;37
"E02000878";"M";11;29
"E02000878";"F";11;39
"E02000878";"M";12;38
"E02000878";"F";12;37
"E02000878";"M";13;27
"E02000878";"F";13;44
"E02000878";"M";14;44
"E02000878";"F";14;43
"E02000878";"M";15;47
"E02000878";"F";15;43
"E02000878";"M";16;33
"E02000878";"F";16;43
"E02000878";"M";17;44
"E02000878";"F";17;34
"E02000878";"M";18;65
"E02000878";"F";18;87
"E02000878";"M";19;93
"E02000878";"F";19;142
"E02000878";"M";20;108
"E02000878";"F";20;143
"E02000878";"M";21;126
"E02000878";"F";21;150
"E02000878";"M";22;150
"E02000878";"F";22;177
"E02000878";"M";23;165
"E02000878";"F";23;195
"E02000878";"M";24;210
"E02000878";"F";24;229
"E02000878";"M";25;229
"E02000878";"F";25;177
"E02000878";"M";26;239
"E02000878";"F";26;179
"E02000878";"M";27;230
"E02000878";"F";27;177
"E02000878";"M";28;235
"E02000878";"F";28;175
"E02000878";"M";29;187
"E02000878";"F";29;184
"E02000878";"M";30;196
"E02000878";"F";30;129
"E02000878";"M";31;183
"E02000878";"F";31;143
"E02000878";"M";32;128
"E02000878";"F";32;108
"E02000878";"M";33;127
"E02000878";"F";33;120
"E02000878";"M";34;142
"E02000878";"F";34;90
"E02000878";"M";35;120
"E02000878";"F";35;84
"E02000878";"M";36;105
"E02000878";"F";36;78
"E02000878";"M";37;111
"E02000878";"F";37;67
"E02000878";"M";38;92
"E02000878";"F";38;51
"E02000878";"M";39;88
"E02000878";"F";39;52
"E02000878";"M";40;67
"E02000878";"F";40;42
"E02000878";"M";41;61
"E02000878";"F";41;36
"E02000878";"M";42;63
"E02000878";"F";42;46
"E02000878";"M";43;55
"E02000878";"F";43;43
"E02000878";"M";44;68
"E02000878";"F";44;41
"E02000878";"M";45;66
"E02000878";"F";45;38
"E02000878";"M";46;45
"E02000878";"F";46;35
"E02000878";"M";47;39
"E02000878";"F";47;31
"E02000878";"M";48;51
"E02000878";"F";48;34
"E02000878";"M";49;48
"E02000878";"F";49;28
"E02000878";"M";50;52
"E02000878";"F";50;40
"E02000878";"M";51;50
"E02000878";"F";51;31
"E02000878";"M";52;37
"E02000878";"F";52;36
"E02000878";"M";53;39
"E02000878";"F";53;41
"E02000878";"M";54;40
"E02000878";"F";54;44
"E02000878";"M";55;40
"E02000878";"F";55;32
"E02000878";"M";56;48
"E02000878";"F";56;28
"E02000878";"M";57;38
"E02000878";"F";57;27
"E02000878";"M";58;41
"E02000878";"F";58;27
"E02000878";"M";59;27
"E02000878";"F";59;39
"E02000878";"M";60;13
"E02000878";"F";60;21
"E02000878";"M";61;16
"E02000878";"F";61;28
"E02000878";"M";62;17
"E02000878";"F";62;18
"E02000878";"M";63;15
"E02000878";"F";63;25
"E02000878";"M";64;22
"E02000878";"F";64;16
"E02000878";"M";65;21
"E02000878";"F";65;15
"E02000878";"M";66;17
"E02000878";"F";66;16
"E02000878";"M";67;14
"E02000878";"F";67;15
"E02000878";"M";68;17
"E02000878";"F";68;18
"E02000878";"M";69;14
"E02000878";"F";69;13
"E02000878";"M";70;15
"E02000878";"F";70;23
"E02000878";"M";71;22
"E02000878";"F";71;20
"E02000878";"M";72;20
"E02000878";"F";72;14
"E02000878";"M";73;19
"E02000878";"F";73;13
"E02000878";"M";74;21
"E02000878";"F";74;13
"E02000878";"M";75;16
"E02000878";"F";75;14
"E02000878";"M";76;10
"E02000878";"F";76;15
"E02000878";"M";77;23
"E02000878";"F";77;13
"E02000878";"M";78;12
"E02000878";"F";78;6
"E02000878";"M";79;14
"E02000878";"F";79;8
"E02000878";"M";80;8
"E02000878";"F";80;12
"E02000878";"M";81;13
"E02000878";"F";81;7
"E02000878";"M";82;10
"E02000878";"F";82;2
"E02000878";"M";83;7
"E02000878";"F";83;5
"E02000878";"M";84;8
"E02000878";"F";84;2
"E02000878";"M";85;13
"E02000878";"F";85;13
"E02000879";"M";0;49
"E02000879";"F";0;49
"E02000879";"M";1;43
"E02000879";"F";1;45
"E02000879";"M";2;65
"E02000879";"F";2;43
"E02000879";"M";3;52
"E02000879";"F";3;42
"E02000879";"M";4;38
"E02000879";"F";4;60
"E02000879";"M";5;57
"E02000879";"F";5;53
"E02000879";"M";6;47
"E02000879";"F";6;41
"E02000879";"M";7;46
"E02000879";"F";7;43
"E02000879";"M";8;48
"E02000879";"F";8;43
"E02000879";"M";9;44
"E02000879";"F";9;61
"E02000879";"M";10;51
"E02000879";"F";10;42
"E02000879";"M";11;55
"E02000879";"F";11;48
"E02000879";"M";12;51
"E02000879";"F";12;40
"E02000879";"M";13;43
"E02000879";"F";13;57
"E02000879";"M";14;45
"E02000879";"F";14;44
"E02000879";"M";15;41
"E02000879";"F";15;36
"E02000879";"M";16;51
"E02000879";"F";16;47
"E02000879";"M";17;53
"E02000879";"F";17;43
"E02000879";"M";18;39
"E02000879";"F";18;56
"E02000879";"M";19;65
"E02000879";"F";19;84
"E02000879";"M";20;109
"E02000879";"F";20;106
"E02000879";"M";21;99
"E02000879";"F";21;101
"E02000879";"M";22;94
"E02000879";"F";22;122
"E02000879";"M";23;120
"E02000879";"F";23;106
"E02000879";"M";24;119
"E02000879";"F";24;107
"E02000879";"M";25;91
"E02000879";"F";25;111
"E02000879";"M";26;82
"E02000879";"F";26;117
"E02000879";"M";27;99
"E02000879";"F";27;92
"E02000879";"M";28;88
"E02000879";"F";28;83
"E02000879";"M";29;89
"E02000879";"F";29;99
"E02000879";"M";30;93
"E02000879";"F";30;85
"E02000879";"M";31;92
"E02000879";"F";31;66
"E02000879";"M";32;77
"E02000879";"F";32;65
"E02000879";"M";33;88
"E02000879";"F";33;63
"E02000879";"M";34;67
"E02000879";"F";34;61
"E02000879";"M";35;52
"E02000879";"F";35;53
"E02000879";"M";36;69
"E02000879";"F";36;58
"E02000879";"M";37;73
"E02000879";"F";37;57
"E02000879";"M";38;56
"E02000879";"F";38;37
"E02000879";"M";39;52
"E02000879";"F";39;44
"E02000879";"M";40;39
"E02000879";"F";40;41
"E02000879";"M";41;46
"E02000879";"F";41;46
"E02000879";"M";42;62
"E02000879";"F";42;41
"E02000879";"M";43;45
"E02000879";"F";43;36
"E02000879";"M";44;30
"E02000879";"F";44;29
"E02000879";"M";45;33
"E02000879";"F";45;38
"E02000879";"M";46;29
"E02000879";"F";46;26
"E02000879";"M";47;32
"E02000879";"F";47;39
"E02000879";"M";48;42
"E02000879";"F";48;27
"E02000879";"M";49;27
"E02000879";"F";49;30
"E02000879";"M";50;29
"E02000879";"F";50;31
"E02000879";"M";51;39
"E02000879";"F";51;30
"E02000879";"M";52;37
"E02000879";"F";52;19
"E02000879";"M";53;41
"E02000879";"F";53;27
"E02000879";"M";54;34
"E02000879";"F";54;30
"E02000879";"M";55;18
"E02000879";"F";55;20
"E02000879";"M";56;30
"E02000879";"F";56;23
"E02000879";"M";57;26
"E02000879";"F";57;23
"E02000879";"M";58;32
"E02000879";"F";58;27
"E02000879";"M";59;13
"E02000879";"F";59;27
"E02000879";"M";60;19
"E02000879";"F";60;30
"E02000879";"M";61;24
"E02000879";"F";61;23
"E02000879";"M";62;14
"E02000879";"F";62;23
"E02000879";"M";63;22
"E02000879";"F";63;25
"E02000879";"M";64;29
"E02000879";"F";64;25
"E02000879";"M";65;13
"E02000879";"F";65;16
"E02000879";"M";66;17
"E02000879";"F";66;13
"E02000879";"M";67;17
"E02000879";"F";67;16
"E02000879";"M";68;9
"E02000879";"F";68;14
"E02000879";"M";69;7
"E02000879";"F";69;20
"E02000879";"M";70;20
"E02000879";"F";70;22
"E02000879";"M";71;23
"E02000879";"F";71;21
"E02000879";"M";72;25
"E02000879";"F";72;12
"E02000879";"M";73;21
"E02000879";"F";73;20
"E02000879";"M";74;24
"E02000879";"F";74;21
"E02000879";"M";75;19
"E02000879";"F";75;19
"E02000879";"M";76;16
"E02000879";"F";76;15
"E02000879";"M";77;11
"E02000879";"F";77;22
"E02000879";"M";78;8
"E02000879";"F";78;21
"E02000879";"M";79;15
"E02000879";"F";79;22
"E02000879";"M";80;16
"E02000879";"F";80;15
"E02000879";"M";81;4
"E02000879";"F";81;16
"E02000879";"M";82;11
"E02000879";"F";82;18
"E02000879";"M";83;9
"E02000879";"F";83;20
"E02000879";"M";84;15
"E02000879";"F";84;17
"E02000879";"M";85;55
"E02000879";"F";85;89
"E02000880";"M";0;53
"E02000880";"F";0;37
"E02000880";"M";1;51
"E02000880";"F";1;38
"E02000880";"M";2;44
"E02000880";"F";2;46
"E02000880";"M";3;47
"E02000880";"F";3;49
"E02000880";"M";4;35
"E02000880";"F";4;32
"E02000880";"M";5;36
"E02000880";"F";5;43
"E02000880";"M";6;42
"E02000880";"F";6;39
"E02000880";"M";7;42
"E02000880";"F";7;36
"E02000880";"M";8;36
"E02000880";"F";8;27
"E02000880";"M";9;44
"E02000880";"F";9;34
"E02000880";"M";10;33
"E02000880";"F";10;27
"E02000880";"M";11;35
"E02000880";"F";11;27
"E02000880";"M";12;32
"E02000880";"F";12;41
"E02000880";"M";13;34
"E02000880";"F";13;30
"E02000880";"M";14;25
"E02000880";"F";14;27
"E02000880";"M";15;30
"E02000880";"F";15;17
"E02000880";"M";16;35
"E02000880";"F";16;21
"E02000880";"M";17;32
"E02000880";"F";17;22
"E02000880";"M";18;34
"E02000880";"F";18;36
"E02000880";"M";19;50
"E02000880";"F";19;53
"E02000880";"M";20;66
"E02000880";"F";20;62
"E02000880";"M";21;71
"E02000880";"F";21;71
"E02000880";"M";22;67
"E02000880";"F";22;104
"E02000880";"M";23;85
"E02000880";"F";23;88
"E02000880";"M";24;102
"E02000880";"F";24;103
"E02000880";"M";25;90
"E02000880";"F";25;101
"E02000880";"M";26;107
"E02000880";"F";26;94
"E02000880";"M";27;92
"E02000880";"F";27;79
"E02000880";"M";28;83
"E02000880";"F";28;73
"E02000880";"M";29;88
"E02000880";"F";29;70
"E02000880";"M";30;81
"E02000880";"F";30;75
"E02000880";"M";31;70
"E02000880";"F";31;77
"E02000880";"M";32;68
"E02000880";"F";32;51
"E02000880";"M";33;61
"E02000880";"F";33;45
"E02000880";"M";34;60
"E02000880";"F";34;52
"E02000880";"M";35;51
"E02000880";"F";35;57
"E02000880";"M";36;70
"E02000880";"F";36;48
"E02000880";"M";37;55
"E02000880";"F";37;38
"E02000880";"M";38;56
"E02000880";"F";38;29
"E02000880";"M";39;40
"E02000880";"F";39;26
"E02000880";"M";40;44
"E02000880";"F";40;30
"E02000880";"M";41;44
"E02000880";"F";41;36
"E02000880";"M";42;41
"E02000880";"F";42;20
"E02000880";"M";43;38
"E02000880";"F";43;32
"E02000880";"M";44;49
"E02000880";"F";44;21
"E02000880";"M";45;44
"E02000880";"F";45;28
"E02000880";"M";46;26
"E02000880";"F";46;22
"E02000880";"M";47;23
"E02000880";"F";47;23
"E02000880";"M";48;26
"E02000880";"F";48;19
"E02000880";"M";49;29
"E02000880";"F";49;19
"E02000880";"M";50;27
"E02000880";"F";50;14
"E02000880";"M";51;23
"E02000880";"F";51;25
"E02000880";"M";52;22
"E02000880";"F";52;23
"E02000880";"M";53;29
"E02000880";"F";53;17
"E02000880";"M";54;25
"E02000880";"F";54;8
"E02000880";"M";55;14
"E02000880";"F";55;16
"E02000880";"M";56;20
"E02000880";"F";56;15
"E02000880";"M";57;10
"E02000880";"F";57;23
"E02000880";"M";58;12
"E02000880";"F";58;19
"E02000880";"M";59;17
"E02000880";"F";59;17
"E02000880";"M";60;13
"E02000880";"F";60;6
"E02000880";"M";61;12
"E02000880";"F";61;10
"E02000880";"M";62;12
"E02000880";"F";62;19
"E02000880";"M";63;16
"E02000880";"F";63;11
"E02000880";"M";64;10
"E02000880";"F";64;8
"E02000880";"M";65;3
"E02000880";"F";65;8
"E02000880";"M";66;7
"E02000880";"F";66;13
"E02000880";"M";67;7
"E02000880";"F";67;2
"E02000880";"M";68;4
"E02000880";"F";68;12
"E02000880";"M";69;7
"E02000880";"F";69;9
"E02000880";"M";70;8
"E02000880";"F";70;19
"E02000880";"M";71;6
"E02000880";"F";71;22
"E02000880";"M";72;11
"E02000880";"F";72;18
"E02000880";"M";73;13
"E02000880";"F";73;12
"E02000880";"M";74;12
"E02000880";"F";74;12
"E02000880";"M";75;6
"E02000880";"F";75;12
"E02000880";"M";76;8
"E02000880";"F";76;4
"E02000880";"M";77;10
"E02000880";"F";77;6
"E02000880";"M";78;5
"E02000880";"F";78;10
"E02000880";"M";79;7
"E02000880";"F";79;4
"E02000880";"M";80;4
"E02000880";"F";80;9
"E02000880";"M";81;7
"E02000880";"F";81;14
"E02000880";"M";82;6
"E02000880";"F";82;6
"E02000880";"M";83;8
"E02000880";"F";83;7
"E02000880";"M";84;5
"E02000880";"F";84;9
"E02000880";"M";85;19
"E02000880";"F";85;40
"E02000881";"M";0;68
"E02000881";"F";0;66
"E02000881";"M";1;64
"E02000881";"F";1;53
"E02000881";"M";2;55
"E02000881";"F";2;62
"E02000881";"M";3;54
"E02000881";"F";3;70
"E02000881";"M";4;75
"E02000881";"F";4;72
"E02000881";"M";5;82
"E02000881";"F";5;71
"E02000881";"M";6;74
"E02000881";"F";6;61
"E02000881";"M";7;76
"E02000881";"F";7;63
"E02000881";"M";8;59
"E02000881";"F";8;73
"E02000881";"M";9;61
"E02000881";"F";9;60
"E02000881";"M";10;50
"E02000881";"F";10;47
"E02000881";"M";11;58
"E02000881";"F";11;36
"E02000881";"M";12;53
"E02000881";"F";12;66
"E02000881";"M";13;51
"E02000881";"F";13;51
"E02000881";"M";14;62
"E02000881";"F";14;59
"E02000881";"M";15;62
"E02000881";"F";15;71
"E02000881";"M";16;61
"E02000881";"F";16;51
"E02000881";"M";17;49
"E02000881";"F";17;56
"E02000881";"M";18;52
"E02000881";"F";18;55
"E02000881";"M";19;66
"E02000881";"F";19;40
"E02000881";"M";20;65
"E02000881";"F";20;41
"E02000881";"M";21;64
"E02000881";"F";21;56
"E02000881";"M";22;75
"E02000881";"F";22;53
"E02000881";"M";23;66
"E02000881";"F";23;68
"E02000881";"M";24;63
"E02000881";"F";24;81
"E02000881";"M";25;70
"E02000881";"F";25;79
"E02000881";"M";26;55
"E02000881";"F";26;77
"E02000881";"M";27;68
"E02000881";"F";27;74
"E02000881";"M";28;59
"E02000881";"F";28;70
"E02000881";"M";29;39
"E02000881";"F";29;95
"E02000881";"M";30;69
"E02000881";"F";30;63
"E02000881";"M";31;55
"E02000881";"F";31;79
"E02000881";"M";32;63
"E02000881";"F";32;57
"E02000881";"M";33;54
"E02000881";"F";33;55
"E02000881";"M";34;71
"E02000881";"F";34;73
"E02000881";"M";35;61
"E02000881";"F";35;64
"E02000881";"M";36;66
"E02000881";"F";36;56
"E02000881";"M";37;52
"E02000881";"F";37;50
"E02000881";"M";38;49
"E02000881";"F";38;45
"E02000881";"M";39;42
"E02000881";"F";39;47
"E02000881";"M";40;54
"E02000881";"F";40;56
"E02000881";"M";41;49
"E02000881";"F";41;43
"E02000881";"M";42;64
"E02000881";"F";42;37
"E02000881";"M";43;29
"E02000881";"F";43;57
"E02000881";"M";44;44
"E02000881";"F";44;32
"E02000881";"M";45;44
"E02000881";"F";45;43
"E02000881";"M";46;41
"E02000881";"F";46;38
"E02000881";"M";47;26
"E02000881";"F";47;41
"E02000881";"M";48;52
"E02000881";"F";48;34
"E02000881";"M";49;40
"E02000881";"F";49;25
"E02000881";"M";50;40
"E02000881";"F";50;51
"E02000881";"M";51;35
"E02000881";"F";51;26
"E02000881";"M";52;29
"E02000881";"F";52;27
"E02000881";"M";53;27
"E02000881";"F";53;23
"E02000881";"M";54;28
"E02000881";"F";54;32
"E02000881";"M";55;35
"E02000881";"F";55;31
"E02000881";"M";56;20
"E02000881";"F";56;22
"E02000881";"M";57;26
"E02000881";"F";57;24
"E02000881";"M";58;22
"E02000881";"F";58;34
"E02000881";"M";59;29
"E02000881";"F";59;23
"E02000881";"M";60;23
"E02000881";"F";60;23
"E02000881";"M";61;20
"E02000881";"F";61;17
"E02000881";"M";62;14
"E02000881";"F";62;15
"E02000881";"M";63;17
"E02000881";"F";63;17
"E02000881";"M";64;19
"E02000881";"F";64;13
"E02000881";"M";65;15
"E02000881";"F";65;14
"E02000881";"M";66;7
"E02000881";"F";66;13
"E02000881";"M";67;11
"E02000881";"F";67;11
"E02000881";"M";68;9
"E02000881";"F";68;9
"E02000881";"M";69;13
"E02000881";"F";69;12
"E02000881";"M";70;4
"E02000881";"F";70;6
"E02000881";"M";71;8
"E02000881";"F";71;6
"E02000881";"M";72;12
"E02000881";"F";72;13
"E02000881";"M";73;7
"E02000881";"F";73;8
"E02000881";"M";74;15
"E02000881";"F";74;9
"E02000881";"M";75;1
"E02000881";"F";75;12
"E02000881";"M";76;13
"E02000881";"F";76;8
"E02000881";"M";77;13
"E02000881";"F";77;7
"E02000881";"M";78;10
"E02000881";"F";78;9
"E02000881";"M";79;9
"E02000881";"F";79;10
"E02000881";"M";80;5
"E02000881";"F";80;6
"E02000881";"M";81;5
"E02000881";"F";81;9
"E02000881";"M";82;5
"E02000881";"F";82;6
"E02000881";"M";83;3
"E02000881";"F";83;3
"E02000881";"M";84;2
"E02000881";"F";84;2
"E02000881";"M";85;16
"E02000881";"F";85;38
"E02000882";"M";0;88
"E02000882";"F";0;80
"E02000882";"M";1;88
"E02000882";"F";1;79
"E02000882";"M";2;54
"E02000882";"F";2;63
"E02000882";"M";3;106
"E02000882";"F";3;96
"E02000882";"M";4;67
"E02000882";"F";4;79
"E02000882";"M";5;80
"E02000882";"F";5;72
"E02000882";"M";6;83
"E02000882";"F";6;68
"E02000882";"M";7;84
"E02000882";"F";7;56
"E02000882";"M";8;64
"E02000882";"F";8;63
"E02000882";"M";9;71
"E02000882";"F";9;67
"E02000882";"M";10;75
"E02000882";"F";10;61
"E02000882";"M";11;76
"E02000882";"F";11;69
"E02000882";"M";12;54
"E02000882";"F";12;70
"E02000882";"M";13;65
"E02000882";"F";13;60
"E02000882";"M";14;70
"E02000882";"F";14;78
"E02000882";"M";15;75
"E02000882";"F";15;68
"E02000882";"M";16;60
"E02000882";"F";16;61
"E02000882";"M";17;56
"E02000882";"F";17;50
"E02000882";"M";18;57
"E02000882";"F";18;59
"E02000882";"M";19;58
"E02000882";"F";19;78
"E02000882";"M";20;79
"E02000882";"F";20;63
"E02000882";"M";21;95
"E02000882";"F";21;88
"E02000882";"M";22;81
"E02000882";"F";22;77
"E02000882";"M";23;116
"E02000882";"F";23;110
"E02000882";"M";24;87
"E02000882";"F";24;103
"E02000882";"M";25;93
"E02000882";"F";25;98
"E02000882";"M";26;98
"E02000882";"F";26;83
"E02000882";"M";27;72
"E02000882";"F";27;95
"E02000882";"M";28;90
"E02000882";"F";28;100
"E02000882";"M";29;111
"E02000882";"F";29;104
"E02000882";"M";30;82
"E02000882";"F";30;108
"E02000882";"M";31;102
"E02000882";"F";31;84
"E02000882";"M";32;77
"E02000882";"F";32;103
"E02000882";"M";33;87
"E02000882";"F";33;87
"E02000882";"M";34;84
"E02000882";"F";34;76
"E02000882";"M";35;75
"E02000882";"F";35;90
"E02000882";"M";36;94
"E02000882";"F";36;56
"E02000882";"M";37;74
"E02000882";"F";37;78
"E02000882";"M";38;66
"E02000882";"F";38;59
"E02000882";"M";39;77
"E02000882";"F";39;66
"E02000882";"M";40;72
"E02000882";"F";40;60
"E02000882";"M";41;62
"E02000882";"F";41;59
"E02000882";"M";42;56
"E02000882";"F";42;53
"E02000882";"M";43;59
"E02000882";"F";43;35
"E02000882";"M";44;58
"E02000882";"F";44;51
"E02000882";"M";45;51
"E02000882";"F";45;48
"E02000882";"M";46;42
"E02000882";"F";46;38
"E02000882";"M";47;51
"E02000882";"F";47;48
"E02000882";"M";48;52
"E02000882";"F";48;39
"E02000882";"M";49;44
"E02000882";"F";49;32
"E02000882";"M";50;36
"E02000882";"F";50;29
"E02000882";"M";51;30
"E02000882";"F";51;33
"E02000882";"M";52;36
"E02000882";"F";52;30
"E02000882";"M";53;28
"E02000882";"F";53;29
"E02000882";"M";54;24
"E02000882";"F";54;22
"E02000882";"M";55;14
"E02000882";"F";55;28
"E02000882";"M";56;28
"E02000882";"F";56;25
"E02000882";"M";57;20
"E02000882";"F";57;24
"E02000882";"M";58;23
"E02000882";"F";58;25
"E02000882";"M";59;18
"E02000882";"F";59;27
"E02000882";"M";60;15
"E02000882";"F";60;22
